Company Names,Cars Names,HP,Speed,Seats,Price,Year,Fuel_Type,Mileage,Transmission,Owner_Type,Safety_Rating
HYUNDAI,Accent,120.0,180,5,604619.0971407312,2020,Petrol,17.9,Manual,Second,4
HYUNDAI,Venue,121.0,180,5,456293.17026714666,2015,Petrol,13.69,Automatic,First,3
HYUNDAI,KONA Electric,200.0,200,5,299365.3476421096,2017,Electric,17.15,Manual,Second,2
HYUNDAI,Veloster,275.0,220,4,455202.373219691,2018,Hybrid,15.92,Manual,Second,3
HYUNDAI,NEXO,161.0,180,5,287013.6632996546,2013,Hybrid,18.24,Manual,Second,2
HYUNDAI,Ioniq,139.0,160,5,447658.06179332855,2010,Petrol,21.2,Manual,Second,3
HYUNDAI,Genesis,291.0,240,5,454557.1592430342,2023,Diesel,20.73,Automatic,Second,3
HYUNDAI,Azera,278.0,240,5,749321.0840901758,2010,Electric,17.82,Automatic,First,5
HYUNDAI,Equus,278.0,240,5,463722.0565196582,2019,Electric,22.34,Automatic,Second,3
HYUNDAI,Tiburon,160.0,200,4,596049.2931101968,2013,Electric,16.46,Automatic,First,4
HYUNDAI,Elantra GT,160.0,200,5,450999.7775665151,2021,Electric,23.45,Automatic,Second,3
Volkswagen,Golf,110.0,210,5,302853.70288643043,2023,Hybrid,11.07,Automatic,Third,2
Volkswagen,Passat,150.0,210,5,460206.36644533055,2016,Hybrid,24.32,Automatic,Second,3
Volkswagen,Tiguan,150.0,209,7,145820.6892441028,2011,Diesel,19.82,Automatic,Third,1
Volkswagen,Jetta,150.0,210,5,308815.8187607748,2012,Electric,15.7,Automatic,Second,2
Volkswagen,Polo,80.0,190,5,151651.16530509794,2010,Electric,12.96,Automatic,Second,1
Volkswagen,Arteon,150.0,250,5,298092.4567447603,2014,Petrol,17.19,Automatic,Second,2
Volkswagen,ID.4,201.0,160,5,606330.5173713163,2010,Hybrid,12.92,Automatic,Third,4
Volkswagen,Up!,82.0,160,4,602635.2984778674,2017,Electric,12.49,Automatic,Third,4
Volkswagen,Touareg,231.0,235,5,601618.915614206,2010,Diesel,19.26,Automatic,Second,4
Volkswagen,Scirocco,125.0,233,4,152849.0104249501,2020,Diesel,17.85,Automatic,First,1
Volkswagen,Beetle,105.0,205,4,750173.4320156912,2010,Hybrid,20.05,Automatic,Second,5
Volkswagen,Amarok,163.0,180,5,303827.58672625624,2011,Diesel,23.94,Manual,Third,2
Volkswagen,T-Roc,115.0,205,5,605610.6533726052,2011,Diesel,17.98,Automatic,Second,4
Volkswagen,Sharan,150.0,200,7,310930.0840807268,2021,Hybrid,18.71,Manual,Third,2
Volkswagen,Caddy,102.0,185,7,145850.92250586575,2015,Electric,11.34,Automatic,Third,1
Nissan,NV1500,261.0,160,12,765885.1668732814,2016,Electric,20.76,Automatic,Third,5
Volkswagen,Taigo,95.0,183,5,142139.5610023875,2014,Diesel,16.0,Manual,Second,1
Volkswagen,California,150.0,180,7,302241.07452482206,2010,Diesel,24.65,Automatic,Third,2
Volkswagen,ID.3,204.0,160,5,757021.5860324228,2010,Electric,22.35,Manual,Third,5
Volkswagen,ID. Buzz,204.0,145,7,755484.9593386751,2012,Hybrid,17.84,Manual,Second,5
Volkswagen,Golf GTI,245.0,250,5,151786.50240089704,2023,Diesel,11.85,Manual,Third,1
Volkswagen,Golf R,315.0,250,5,605259.3887482136,2011,Petrol,22.89,Automatic,Second,4
Volkswagen,Passat Alltrack,190.0,220,5,301334.99532670586,2014,Hybrid,22.0,Automatic,Third,2
Volkswagen,Polo GTI,204.0,238,5,451133.1762152789,2021,Diesel,12.77,Automatic,First,3
Volkswagen,Up! GTI,115.0,196,4,456548.0104851051,2019,Diesel,14.43,Manual,First,3
Volkswagen,T-Cross,95.0,200,5,153685.07742982524,2015,Petrol,21.9,Manual,Third,1
Volkswagen,ID.5,174.0,180,5,300015.45202369674,2016,Petrol,12.78,Automatic,First,2
Volkswagen,ID. Buzz Cargo,204.0,145,3,308577.99937716627,2013,Electric,23.77,Automatic,Second,2
Volkswagen,Touareg R,462.0,250,5,160776.49760438304,2016,Hybrid,16.37,Automatic,First,1
Volkswagen,Multivan,150.0,190,7,307064.3105941948,2020,Hybrid,11.31,Automatic,Third,2
Volkswagen,Polo BlueMotion,75.0,190,5,604648.1442096181,2017,Electric,22.24,Automatic,Third,4
Volkswagen,Golf Sportsvan,130.0,210,5,148455.02494538962,2020,Hybrid,15.6,Manual,Second,1
Volkswagen,Golf Alltrack,147.0,210,5,600139.0947990152,2010,Hybrid,17.9,Manual,Third,4
Volkswagen,Scirocco R,280.0,250,4,309336.4680256163,2024,Hybrid,11.68,Manual,Second,2
Volkswagen,Tiguan Allspace,184.0,215,7,156731.85132716733,2015,Hybrid,10.04,Automatic,First,1
Volkswagen,Arteon 4MOTION,190.0,250,5,303695.49203017924,2017,Hybrid,19.57,Manual,First,2
Volkswagen,ID.4 GTX,299.0,180,5,156566.6369165439,2014,Petrol,17.73,Manual,Second,1
Volkswagen,ID.3 Pro,204.0,160,5,310468.32447894214,2013,Hybrid,18.9,Manual,Second,2
Volkswagen,Golf Variant,130.0,220,5,599642.1430558208,2011,Petrol,21.91,Manual,Third,4
Volkswagen,Crafter,102.0,160,3,604775.4869058502,2015,Hybrid,19.7,Manual,First,4
Volkswagen,Lupo,60.0,170,4,300189.03673783055,2015,Electric,12.62,Automatic,Second,2
Volkswagen,Corrado,190.0,235,4,152711.5939838639,2020,Diesel,15.41,Manual,First,1
Volkswagen,Phaeton,240.0,250,5,460293.88425993593,2024,Petrol,23.59,Automatic,Second,3
Volkswagen,Golf Cabriolet,105.0,217,4,606227.0817449401,2010,Hybrid,21.55,Automatic,First,4
Volkswagen,Santana,110.0,190,5,606267.5481800032,2018,Electric,18.35,Automatic,Third,4
Volkswagen,Polo Vivo,85.0,170,5,458227.39403577166,2021,Diesel,13.83,Automatic,First,3
Volkswagen,Karmann Ghia,34.0,138,2,300785.0192081638,2020,Petrol,14.53,Automatic,First,2
Volkswagen,Fox,55.0,148,5,154509.76485647482,2015,Diesel,20.98,Manual,First,1
Volkswagen,Vento,105.0,186,5,300548.6662170327,2022,Electric,22.77,Manual,First,2
Volkswagen,Golf Electric,136.0,140,5,754340.8317624422,2012,Petrol,20.07,Automatic,First,5
Volkswagen,Bora,100.0,200,5,601349.2847281615,2013,Diesel,22.14,Automatic,Third,4
Volkswagen,Teramont,235.0,190,7,755184.9798249636,2021,Hybrid,21.5,Automatic,Second,5
Volkswagen,Taos,158.0,193,5,606135.7851271846,2020,Petrol,12.25,Manual,First,4
Volkswagen,Up! Cabriolet,82.0,160,4,597548.8965838327,2013,Diesel,16.36,Automatic,Third,4
Volkswagen,T-Roc Cabriolet,115.0,205,4,762761.9363784273,2012,Electric,12.29,Manual,First,5
Volkswagen,Passat CC,200.0,240,5,748969.9130925015,2019,Electric,13.53,Automatic,First,5
Volkswagen,Transporter,102.0,180,9,295969.05693606136,2012,Petrol,23.04,Manual,Second,2
Volkswagen,Amarok V6,204.0,191,5,759870.5543675004,2024,Diesel,17.09,Automatic,First,5
Volkswagen,Polo TDI,75.0,190,5,305458.31346981466,2012,Petrol,18.03,Manual,Third,2
Volkswagen,Golf GTE,204.0,222,5,307200.59908526076,2013,Petrol,12.68,Automatic,Third,2
Volkswagen,Touareg V8,421.0,250,5,311561.7275463214,2016,Diesel,14.68,Manual,Second,2
Volkswagen,Beetle Dune,150.0,200,4,602938.7661357655,2013,Diesel,13.45,Manual,First,4
Volkswagen,Passat B8,150.0,210,5,598513.7281425708,2018,Hybrid,13.09,Manual,Third,4
Volkswagen,ID.4 Pro S,201.0,180,5,754399.0227909687,2010,Diesel,19.57,Manual,First,5
Volkswagen,Golf Cabriolet,105.0,217,4,598714.1914424394,2017,Electric,13.85,Manual,First,4
Volkswagen,Golf Country,98.0,165,5,756835.5986670888,2016,Petrol,19.48,Manual,First,5
Volkswagen,Jetta GLI,228.0,250,5,603824.7130924893,2011,Petrol,10.88,Manual,Second,4
Volkswagen,Arteon Shooting Brake,150.0,250,5,148872.51401603743,2017,Electric,12.13,Automatic,First,1
Volkswagen,T-Cross R-Line,115.0,200,5,150693.07079173502,2010,Diesel,14.12,Automatic,Third,1
Volkswagen,Golf R32,240.0,250,5,756864.6572713781,2020,Electric,18.96,Automatic,First,5
Volkswagen,Passat B7,120.0,220,5,599581.3772359801,2021,Electric,20.14,Automatic,Third,4
Volkswagen,Scirocco 16V,137.0,220,4,598628.8980221679,2018,Hybrid,16.64,Automatic,First,4
Volkswagen,Polo BlueMotion,75.0,190,5,302718.43605745956,2018,Electric,16.69,Manual,Third,2
Volkswagen,Golf Variant GTD,184.0,230,5,454904.8328555436,2011,Petrol,20.87,Manual,Third,3
Volkswagen,Polo GTI R5,272.0,200,5,752905.2841231443,2016,Electric,10.24,Manual,First,5
Volkswagen,ID. Buzz Pro,204.0,145,7,451724.8084719084,2024,Petrol,15.12,Manual,First,3
Volkswagen,Jetta Hybrid,170.0,210,5,454560.2496867882,2023,Petrol,22.28,Manual,Third,3
Volkswagen,Golf Variant Alltrack,150.0,220,5,745759.5782925134,2019,Petrol,19.05,Automatic,Second,5
Volkswagen,Volkswagen XL1,68.0,160,2,594322.6811281173,2012,Diesel,15.06,Automatic,First,4
Volkswagen,Golf TDI,150.0,220,5,749407.7788937378,2016,Hybrid,23.58,Automatic,Second,5
Volkswagen,Passat Variant,150.0,220,5,451932.76424144075,2021,Petrol,21.59,Automatic,First,3
Volkswagen,Polo GTI Clubsport,300.0,240,5,607554.53782799,2019,Petrol,13.97,Manual,First,4
Volkswagen,Jetta Hybrid,170.0,210,5,160776.78108474775,2018,Diesel,19.68,Manual,First,1
Volkswagen,ID.3 GTX,299.0,180,5,760268.2981160101,2013,Petrol,18.94,Manual,First,5
Volkswagen,Arteon R-Line,190.0,250,5,753000.3073501829,2021,Electric,16.02,Automatic,Second,5
Volkswagen,Golf TGI,130.0,220,5,602504.9189604865,2010,Electric,15.5,Manual,First,4
Volkswagen,Scirocco GTS,220.0,246,4,149387.35317681095,2011,Hybrid,15.15,Automatic,Third,1
Volkswagen,Caddy Maxi,122.0,180,7,152347.43432003804,2010,Petrol,19.26,Manual,Third,1
Volkswagen,Volkswagen Lupo 3L,61.0,165,4,599776.7068053993,2023,Diesel,16.64,Manual,Second,4
Volkswagen,Polo Beats,95.0,187,5,303513.59280169045,2021,Electric,22.48,Automatic,First,2
Volkswagen,Passat Hybrid,215.0,210,5,750163.8452822384,2014,Diesel,20.04,Manual,Third,5
Volkswagen,Golf TCR,290.0,250,5,758396.7325712058,2014,Diesel,11.05,Manual,Second,5
Volkswagen,Tiguan R-Line,190.0,250,5,461463.6945650129,2020,Electric,19.6,Automatic,First,3
Volkswagen,Sharan Business,150.0,200,7,602456.1992577157,2016,Diesel,14.07,Manual,Third,4
Volkswagen,ID. Buzz Cargo Pro,204.0,145,2,456088.5586104947,2018,Electric,18.89,Automatic,Third,3
Volkswagen,Arteon 280 TSI,280.0,250,5,459050.71995855554,2018,Diesel,20.2,Manual,Second,3
Volkswagen,Jetta GLI 35th,228.0,250,5,152553.89764057082,2012,Electric,13.46,Manual,First,1
Volkswagen,Beetle Final Edition,174.0,205,4,754600.4624090521,2012,Petrol,16.85,Manual,First,5
Volkswagen,Golf Variant TDI,150.0,220,5,453062.962003909,2012,Hybrid,12.85,Manual,Third,3
Volkswagen,Golf 4MOTION,150.0,250,5,153488.38049274415,2013,Electric,10.79,Manual,Third,1
Volkswagen,Jetta SportWagen,147.0,200,5,599074.9510807226,2017,Electric,15.68,Manual,Third,4
Volkswagen,Polo GTI Plus,207.0,237,5,454262.5508712947,2015,Hybrid,15.44,Manual,First,3
Volkswagen,Touareg V6,231.0,235,5,757109.9914562273,2017,Electric,24.93,Manual,Second,5
Volkswagen,Tiguan eHybrid,245.0,200,5,462155.7180389752,2010,Electric,16.7,Automatic,Second,3
Volkswagen,Up! e-up!,83.0,130,4,606456.3541304261,2017,Diesel,15.0,Automatic,First,4
Volkswagen,Amarok V8,310.0,210,5,466965.9122875578,2013,Hybrid,18.71,Manual,Second,3
Volkswagen,Golf R Cabriolet,265.0,250,4,751463.2621855597,2020,Petrol,11.33,Manual,Third,5
Volkswagen,Passat Alltrack TDI,190.0,220,5,158161.60318360338,2010,Electric,24.42,Automatic,Second,1
Volkswagen,ID. Buzz Cargo EV,204.0,145,2,754996.7100286918,2017,Hybrid,19.52,Manual,Second,5
Nissan,Versa,122.0,180,5,163389.01466608836,2013,Diesel,21.32,Manual,Second,1
Nissan,Micra,100.0,175,5,297958.50857322424,2015,Petrol,12.56,Automatic,Third,2
Nissan,Patrol Platinum,400.0,210,7,753801.3907890961,2017,Hybrid,16.14,Manual,First,5
Nissan,Qashqai,156.0,195,5,750123.0367727799,2013,Petrol,16.34,Manual,Third,5
Nissan,Murano,260.0,210,5,594580.5213784509,2023,Petrol,22.33,Automatic,First,4
Nissan,Maxima Platinum,300.0,220,5,453371.2248915962,2012,Petrol,10.02,Manual,First,3
Nissan,Armada,400.0,210,8,154204.3366922315,2023,Electric,14.51,Manual,First,1
Nissan,Kicks,122.0,180,5,153191.96893238105,2018,Electric,24.72,Automatic,Second,1
Nissan,X-Trail,201.0,200,5,605728.7798788858,2012,Diesel,17.12,Manual,Second,4
Nissan,Z (Fairlady Z),400.0,250,2,617380.8541960794,2018,Diesel,15.74,Automatic,First,4
Nissan,Almera,100.0,185,5,456752.1191909303,2022,Hybrid,11.8,Manual,First,3
Nissan,Sylphy,137.0,190,5,449855.481721688,2011,Diesel,24.61,Manual,Second,3
Nissan,Note,109.0,170,5,747687.9266432582,2023,Petrol,10.3,Automatic,Third,5
Nissan,Sunny,118.0,180,5,304819.5958575325,2011,Petrol,21.06,Automatic,First,2
Nissan,Cube,122.0,175,5,445838.8339648968,2011,Electric,21.53,Manual,Third,3
Nissan,Juke,117.0,180,5,611497.2938292718,2015,Petrol,13.65,Automatic,Second,4
Nissan,Terrano,110.0,168,5,458097.2006036064,2012,Hybrid,20.07,Automatic,First,3
Nissan,Magnite,100.0,160,5,149654.12173947648,2022,Petrol,11.39,Manual,Third,1
Nissan,Xterra,261.0,200,7,296654.3273545456,2018,Petrol,13.86,Manual,Third,2
Nissan,Patrol,400.0,210,7,764769.361870827,2013,Hybrid,21.82,Manual,Third,5
Nissan,GT-R NISMO,600.0,330,2,161427.3007737369,2010,Diesel,22.97,Automatic,Second,1
Nissan,370Z Roadster,332.0,250,2,162829.0815598673,2013,Diesel,19.13,Automatic,Second,1
Nissan,Ariya ,389.0,200,5,299807.86170602817,2010,Hybrid,17.6,Automatic,Third,2
Nissan,Patrol Royale,400.0,210,7,755003.1248852311,2023,Electric,12.39,Automatic,Third,5
Nissan,Infiniti QX80*,400.0,210,7,608026.2184985909,2014,Petrol,10.95,Manual,Second,4
Nissan,Tiida,126.0,190,5,752754.9029688237,2013,Hybrid,11.76,Automatic,Third,5
Nissan,Pulsar,115.0,190,5,450049.6726426038,2017,Petrol,13.41,Manual,Third,3
Nissan,Latio,102.0,175,5,155154.2496617375,2017,Electric,15.13,Automatic,Second,1
Nissan,Bluebird Sylphy,133.0,185,5,447321.89785308705,2016,Petrol,15.71,Manual,Third,3
Nissan,March,79.0,170,5,600868.1025748935,2012,Hybrid,15.19,Manual,Third,4
Nissan,Rogue Sport,141.0,190,5,453421.4781585595,2010,Petrol,13.59,Manual,Third,3
Nissan,X-Trail Hybrid,179.0,180,5,756152.1941702937,2010,Diesel,17.65,Automatic,Second,5
Nissan,Pathfinder Rock Creek,284.0,190,7,459238.07439044444,2021,Electric,22.38,Manual,Third,3
Nissan,Armada Platinum,400.0,210,8,602376.7895408106,2020,Electric,14.2,Manual,Second,4
Nissan,Terrano XL,104.0,165,5,594409.4291463218,2012,Electric,24.14,Automatic,Second,4
Nissan,GT-R50 by Italdesign,720.0,315,2,620788.3841094925,2015,Hybrid,23.1,Manual,First,4
Nissan,370Z NISMO,350.0,250,2,758661.570059898,2016,Electric,12.43,Automatic,First,5
Nissan,Ariya E-4ORCE,389.0,200,5,604037.5673172172,2015,Diesel,21.79,Automatic,Third,4
Nissan,Patrol NISMO,428.0,210,7,166315.7598776126,2023,Hybrid,18.62,Manual,Second,1
Nissan,Infiniti Q60*,300.0,250,4,606578.3731714643,2023,Diesel,18.5,Manual,First,4
Nissan,Primera,140.0,200,5,458696.48592031916,2015,Petrol,15.87,Automatic,Third,3
Nissan,Skyline,400.0,250,5,458337.59240705054,2015,Petrol,17.52,Manual,First,3
Nissan,Cedric,150.0,190,5,463303.73962440994,2022,Petrol,15.96,Automatic,First,3
Nissan,Gloria,210.0,210,5,762976.7042122161,2012,Petrol,18.1,Automatic,Second,5
Nissan,Stanza,120.0,175,5,451155.17925760464,2015,Diesel,19.42,Automatic,Second,3
Nissan,Patrol Super Safari,280.0,190,7,760457.8547547718,2017,Hybrid,20.11,Manual,First,5
Nissan,Pathfinder Hybrid,250.0,190,7,758226.8797479258,2020,Hybrid,17.99,Automatic,First,5
Nissan,X-Terra Pro-4X,190.0,175,7,610643.1577876618,2020,Electric,20.82,Manual,Second,4
Nissan,Rogue Platinum,201.0,180,5,149195.38269709947,2011,Diesel,12.12,Manual,Third,1
Nissan,Qashqai Tekna,158.0,190,5,606590.2572999921,2014,Petrol,13.18,Manual,Second,4
Nissan,GT-R V-Spec,600.0,330,2,617292.122434248,2023,Diesel,22.28,Manual,First,4
Nissan,Skyline NISMO,420.0,270,5,749606.3025678844,2010,Electric,14.84,Automatic,Third,5
Nissan,Ariya Lounge Edition,389.0,200,5,751863.7074366711,2021,Electric,10.34,Manual,First,5
Nissan,Patrol Titanium,428.0,210,7,448363.8391111995,2024,Diesel,12.31,Automatic,Third,3
Nissan,Infiniti FX50*,390.0,250,5,456452.9658277772,2010,Diesel,13.35,Automatic,First,3
Nissan,Avenir,140.0,180,5,606387.7112789798,2014,Diesel,24.36,Manual,Third,4
Nissan,Wingroad,125.0,175,5,310011.78526048013,2021,Hybrid,18.6,Automatic,Third,2
Nissan,Presea,115.0,170,5,302670.4739020989,2022,Petrol,23.99,Automatic,First,2
Nissan,Leopard,210.0,200,5,462343.07772785646,2012,Diesel,18.63,Manual,Third,3
Nissan,Sunny NISMO Edition,190.0,200,5,296899.49270892557,2013,Diesel,17.19,Automatic,Second,2
Nissan,Paladin,150.0,180,5,444483.0878032242,2012,Diesel,14.71,Automatic,First,3
Nissan,Hardbody SUV,158.0,175,5,752882.261505517,2010,Electric,19.1,Automatic,Second,5
Nissan,Patrol Desert Edition,428.0,210,7,610480.3272446966,2010,Electric,12.09,Automatic,First,4
Nissan,Pathfinder Armada,400.0,200,7,157836.52625952952,2021,Hybrid,23.47,Manual,Third,1
Nissan,Rogue Midnight Edition,201.0,180,5,593682.7894998007,2021,Petrol,22.44,Automatic,Third,4
Nissan,GT-R Black Edition,600.0,330,2,461554.39980243606,2023,Hybrid,14.76,Automatic,Third,3
Nissan,Fairlady Z Heritage,400.0,250,2,451477.65249747573,2022,Petrol,24.29,Automatic,First,3
Nissan,Skyline GT-R R34,276.0,250,4,608868.3627441502,2023,Electric,22.38,Automatic,Second,4
Nissan,Ariya Premiere,389.0,200,5,459612.9912304842,2014,Electric,19.99,Manual,Second,3
Nissan,Infiniti QX55*,268.0,230,5,300660.60106836323,2015,Electric,11.83,Automatic,First,2
Nissan,NV350 Caravan,129.0,155,8,300010.6654133165,2012,Hybrid,17.17,Manual,First,2
Nissan,Navara,190.0,180,5,448503.9323905552,2021,Diesel,17.59,Automatic,Second,3
Nissan,Titan XD,400.0,195,6,457686.6045136341,2018,Diesel,13.49,Manual,Second,3
Nissan,Evalia,85.0,140,7,306475.71160250617,2014,Electric,11.2,Manual,Second,2
Nissan,Cabstar,130.0,145,3,447671.36976832227,2017,Diesel,21.65,Manual,Second,3
Nissan,Cherry,67.0,145,5,453860.2325775892,2022,Diesel,11.83,Manual,First,3
Nissan,Laurel,94.0,160,5,599228.7119081378,2010,Hybrid,18.91,Manual,First,4
Nissan,Silvia,247.0,235,4,150975.6358386883,2023,Petrol,24.05,Automatic,Third,1
Nissan,NX Coupe,140.0,200,4,302264.8482002272,2014,Electric,23.14,Automatic,Second,2
Nissan,AD Wagon,105.0,165,5,596923.7883879031,2024,Electric,14.17,Automatic,Third,4
Nissan,Patrol Super Safari Y61,280.0,190,7,152831.75347326408,2012,Hybrid,22.77,Manual,First,1
Nissan,Pathfinder Rock Creek Edition,284.0,195,7,449690.61053705576,2021,Hybrid,10.0,Automatic,First,3
Nissan,Terrano II,125.0,160,5,462323.62566458195,2010,Diesel,10.27,Manual,Third,3
Nissan,Murano CrossCabriolet,260.0,195,4,605376.3177598587,2013,Electric,19.04,Manual,Second,4
Nissan,X-Trail Tekna,204.0,190,5,450581.37246003706,2024,Petrol,15.47,Automatic,Second,3
Nissan,GT-R LM NISMO,500.0,320,2,761069.8995536711,2022,Hybrid,15.8,Automatic,Second,5
Nissan,Skyline 400R,400.0,250,5,607438.3597515458,2014,Petrol,18.47,Manual,Second,4
Nissan,Infiniti G37*,328.0,250,5,155455.1520023339,2016,Petrol,12.88,Manual,Third,1
Nissan,Patrol Black Edition,400.0,200,7,611070.8335002172,2010,Electric,13.18,Automatic,Third,4
Nissan,Ariya Empower+,389.0,200,5,311567.53855023655,2012,Electric,17.27,Automatic,First,2
Nissan,Datsun 510 (Classic),96.0,175,4,599267.4942619473,2011,Hybrid,21.31,Automatic,Second,4
Nissan,200SX,200.0,240,4,451120.9087967766,2018,Electric,19.29,Automatic,Second,3
Nissan,300ZX,300.0,250,4,454624.7415142418,2019,Electric,14.46,Manual,Second,3
Nissan,R390 GT1 Road Car,550.0,354,2,749490.394176322,2024,Electric,16.46,Automatic,Third,5
Nissan,Figaro,76.0,170,4,743944.0446890072,2015,Petrol,12.56,Automatic,Second,5
Nissan,Hardbody Truck,134.0,160,5,759514.3713372226,2019,Hybrid,11.12,Automatic,Third,5
Nissan,Atlas,130.0,130,3,160824.8385675064,2012,Diesel,21.74,Manual,Second,1
Nissan,Clipper,48.0,110,4,749714.8198022181,2017,Petrol,13.98,Manual,Second,5
Nissan,NV200,131.0,140,7,155502.78481527884,2023,Electric,12.67,Manual,First,1
Nissan,Violet,85.0,155,5,753256.2507727176,2017,Petrol,20.37,Manual,Second,5
Nissan,Bluebird Z,140.0,190,5,168194.40404227618,2011,Electric,19.27,Automatic,Second,1
Nissan,Stanza Wagon,138.0,160,7,608357.8745571729,2024,Electric,19.5,Manual,First,4
Nissan,180SX,205.0,240,4,603460.4120425961,2015,Petrol,13.43,Automatic,Third,4
Nissan,Sunny California,110.0,170,5,447422.2977969979,2016,Hybrid,13.49,Automatic,Third,3
Nissan,Patrol Warrior,428.0,205,7,150527.76839871213,2011,Electric,13.31,Automatic,Second,1
Nissan,Pathfinder Armada Platinum,400.0,190,7,309017.31817933614,2024,Hybrid,12.61,Automatic,Third,2
Nissan,Rogue Sport SL,141.0,190,5,449038.2462735785,2020,Diesel,19.84,Manual,Second,3
Nissan,X-Trail Platinum Edition,204.0,190,5,596968.7314520116,2019,Electric,22.72,Manual,First,4
Nissan,Qashqai e-Power,187.0,200,5,150507.13557878736,2011,Hybrid,20.86,Manual,First,1
Nissan,GT-R Egoist,565.0,315,2,755892.259981928,2019,Hybrid,21.88,Automatic,Second,5
Nissan,Infiniti M45*,325.0,250,5,314935.70817536284,2010,Diesel,16.07,Automatic,First,2
Nissan,Skyline 50th Anniversary,400.0,250,5,612408.1987847473,2017,Hybrid,19.81,Automatic,First,4
Nissan,Ariya Dual Motor AWD,389.0,200,5,457740.1367934169,2010,Hybrid,15.31,Automatic,Second,3
Nissan,Patrol Legend Edition,428.0,205,7,165959.72069445014,2018,Diesel,17.88,Automatic,Second,1
Nissan,Datsun 240Z (Classic),151.0,210,2,303406.8415382381,2020,Electric,17.22,Manual,First,2
Nissan,100NX,110.0,185,4,147893.57899335868,2015,Hybrid,12.65,Automatic,Third,1
Nissan,Cedric Special Edition,250.0,225,5,762615.6203863483,2016,Hybrid,15.81,Manual,Third,5
Nissan,300ZX Turbo,300.0,250,4,458694.5502184233,2022,Hybrid,24.46,Automatic,Second,3
Nissan,Silvia S15 Spec-R,250.0,240,4,149813.76922836772,2019,Petrol,13.73,Automatic,Second,1
Nissan,NV400,135.0,150,3,601748.3066095819,2016,Diesel,12.01,Manual,Third,4
Nissan,Titan Warrior,400.0,180,5,453621.90873307624,2019,Petrol,16.28,Manual,First,3
Nissan,Caravan Coach,127.0,140,7,595626.0013451783,2012,Diesel,21.86,Automatic,Third,4
Nissan,Serena e-Power,134.0,160,7,157310.8877376582,2011,Electric,18.73,Automatic,Third,1
Nissan,Elgrand,280.0,200,7,465147.08320235065,2018,Electric,20.21,Automatic,Third,3
Nissan,Datsun 510,96.0,175,4,594927.1621309043,2017,Hybrid,12.85,Automatic,Third,4
Nissan,Prairie,120.0,175,5,755214.8461834529,2022,Diesel,19.28,Manual,Second,5
Nissan,Pulsar GTI-R,230.0,225,5,751346.7871543908,2021,Electric,14.85,Automatic,Second,5
Nissan,Almera Tino,114.0,180,5,149844.3730811765,2019,Diesel,22.51,Manual,First,1
Nissan,Lucino,115.0,185,5,449338.03037880565,2016,Electric,19.44,Automatic,First,3
Nissan,Rasheen,105.0,165,5,297780.0461516009,2018,Petrol,12.98,Manual,First,2
Nissan,Mistral,125.0,160,7,452742.6081397241,2013,Electric,10.97,Manual,First,3
Nissan,Patrol Y60,155.0,160,7,748945.2494179448,2022,Petrol,10.64,Automatic,Third,5
Nissan,X-Trail GT,280.0,215,5,606952.2841288992,2013,Electric,15.57,Manual,Second,4
Nissan,Terrano Regulus,170.0,175,5,303148.8094527543,2010,Hybrid,13.99,Automatic,Second,2
Nissan,President,280.0,210,5,154405.25976566796,2017,Petrol,19.69,Manual,First,1
Nissan,Cima,270.0,210,5,300862.181689792,2023,Electric,17.49,Automatic,First,2
Nissan,Leopard J. Ferie,255.0,215,5,152216.14334715833,2023,Hybrid,13.99,Manual,Third,1
Nissan,Gloria Gran Turismo,255.0,220,5,308876.95612912875,2021,Petrol,12.24,Automatic,Third,2
Nissan,Infiniti Q45*,340.0,240,5,159304.5859381219,2012,Hybrid,11.91,Automatic,First,1
Nissan,Datsun 240Z,151.0,210,2,148132.22377600725,2016,Diesel,22.97,Manual,Second,1
Nissan,280ZX,145.0,205,2,303396.6615271461,2024,Diesel,13.65,Manual,Second,2
Nissan,Silvia S13,175.0,215,4,307256.93561685894,2021,Petrol,19.78,Manual,Second,2
Nissan,200SX,200.0,225,4,145652.97359439314,2011,Electric,22.16,Manual,First,1
Nissan,NX Coupe,140.0,200,4,755516.8009618997,2011,Petrol,19.21,Automatic,Second,5
Nissan,NV2500,261.0,160,2,301906.88120527077,2016,Hybrid,22.89,Manual,Third,2
Nissan,NV3500,375.0,170,2,460352.9933429658,2024,Electric,15.89,Automatic,Third,3
Nissan,NT400 Cabstar,150.0,140,3,599183.7042172874,2015,Diesel,24.34,Manual,First,4
Porsche,Panamera,330.0,270,4,147575.5894966774,2012,Electric,12.0,Automatic,Third,1
Porsche,Panamera 4,330.0,270,4,148462.28781058418,2018,Diesel,11.53,Automatic,First,1
Porsche,Panamera 4S,440.0,289,4,609040.4247333069,2019,Electric,19.88,Automatic,Second,4
Porsche,Panamera Turbo S,620.0,315,4,763698.6125086074,2024,Electric,24.14,Automatic,Second,5
Porsche,Panamera GTS,473.0,300,4,604938.416874478,2023,Electric,22.13,Manual,Second,4
Porsche,Panamera Platinum Edition,330.0,270,4,309792.96229388687,2022,Hybrid,11.15,Manual,Third,2
Porsche,Panamera E-Hybrid,455.0,280,4,600792.3996886552,2015,Hybrid,14.19,Automatic,First,4
